,Date,Startup Name,Industry,Sub-vertical,Location,Investors,Investment Type,Amount in USD,Website URL
187,2019-08-27,Rapido Bike Taxi,Automotive,Bike Taxi,Bangalore,westbridge capital,Series B,3900000000.0,https://www.rapido.bike/
188,2019-08-23,Tala,Fintech,Digital Lending Platform,Santa Monica,rps ventures,Series D,110000000.0,http://tala.co/
189,2019-08-23,Zendrive,Automotive,Road Safety Analytics,San Francisco,xl innovate,Series B,37000000.0,http://www.zendrive.com/
190,2019-08-23,AdmitKard,Edtech,University Admissions,Noida,growth dna,Seed Round,1000000.0,https://www.admitkard.com/
191,2019-08-23,Lo! Foods,Consumer Internet,Low carb food for Diabetics,Bangalore,"rashmi daga (founder, freshmenu), raveen sastry (co-founder, myntra) and mitesh shah (finance chief, bookmyshow)",Seed Round,500000.0,https://lofoods.fit/
192,2019-08-22,INDwealth,Fintech,Wealth Management,Gurgaon,tiger global management,Venture Round,15000000.0,https://www.indwealth.in/
193,2019-08-21,HungerBox,Food & Beverages,B2B Foodtech,Bangalore,one97 communications ltd.,Series C,6590000.0,http://hungerbox.com/
194,2019-08-19,Mishry Reviews,B2B SaaS,Product Review,Gurgaon,vir sanghvi,Series A,2000000.0,https://mishry.com/
195,2019-08-19,Grofers,Ecommerce,Grocery Delivery,Gurgaon,softbank vision fund,Series F,70000000.0,http://grofers.com/
196,2019-08-13,Uniphore,customer service platform,Conversational AI,Palo Alto ,march capital partners,Series C,51000000.0,http://uniphore.com/
197,2019-08-13,Cars24,Ecommerce,Car Retail,Gurugram,ms dhoni,Series D,11000000.0,https://www.cars24.com/
198,2019-08-12,Meesho,Ecommerce,Social Commerce,Bangalore,naspers,Series D,125000000.0,http://www.meesho.com/
199,2019-08-01,Pine Labs,IT,Last-mile retail transaction technology,Noida,pine labs pte ltd,Corporate Round,38080000.0,https://www.pinelabs.com/
200,2019-08-01,CarDekho,Ecommerce,Automotive,Gurgaon,sc gg india mobility holdings llc,Series C,20000000.0,http://www.cardekho.com/
201,2019-08-01,Progcap,Fintech,Supply Chain Management,New Delhi,sequoia india,Series A,5000000.0,http://www.progcap.com/
203,2019-08-01,Alteria Capital,Fintech,VC Funds,Mumbai,"azim premji, binny bansal",Single Venture,140000000.0,http://www.alteriacapital.com/
204,2019-07-11,Moglix,Ecommerce,Industrial Tools and Equipments,Singapore,"composite capital management, sequoia capital india, tiger global management",Series D,60000000.0,http://www.moglix.com/
206,2019-07-10,BYJU'S,Edtech,Education,Bangalore,qatar investment authority,Private Equity Round,150000000.0,http://byjus.com/
207,2019-07-10,HealthAssure,HealthTech,Primary care medical network,Mumbai,blume ventures,Series A,2500000.0,https://www.healthassure.in/
208,2019-07-10,Indus OS,IT,Smartphone Operating System,Andheri,ventureast,Series B,5750000.0,http://www.indusos.com/
209,2019-07-09,House of Msasaba,Fashion,Clothes and Apparel,Mumbai,binny bansal,Series A,1000000.0,https://www.houseofmasaba.net/
210,2019-07-08,Board Infinity,Edtech,Full-stack career platform,Chembur,multiple angel investors,Angel Round,319605.0,https://www.boardinfinity.com/
211,2019-07-04,Daalchini Technologies,Food & Beverages,Digital Vending Machine,New Delhi,artha venture,Seed Round,500000.0,https://www.daalchini.co.in/
212,2019-07-03,Ola Cabs,Automotive,Cabs,Kormangala,"dig investment ab, deshe holdings, samih toukan and hussam khoury",Series J,1000000.0,http://www.olacabs.com/
213,2019-07-02,Atlan,IT,Big Data,Singapore,waterbridge ventures,Pre-Series A,2500000.0,https://atlan.com/
214,2019-07-02,RenewBuy,Fintech,Auto Insurance,Gurgaon,"lok capital, iifl wealth",Series B,19000000.0,https://www.renewbuy.com/
215,2019-07-01,Uniphore,Artificial Intelligence,Speech Recognition,Taramani,march capital partners,Series C,38080000.0,http://uniphore.com/
216,2019-07-01,WizCounsel,LegalTech,Consulting,New Delhi,kapil dev,Angel,145000.0,https://www.wizcounsel.com/
217,2019-06-10,Bolo App,Media,Video Platform,Bengaluru ,nexus venture partners,Seed Funding,430200.0,https://www.theboloapp.com/
218,2019-06-10,OkCredit,Fintech,Financial Services,Haryana,tiger global management,Series A,15500000.0,https://www.okcredit.in/
219,2019-06-08,Vogo Automotive Pvt. Ltd.,Automotive,Dockless Scooter Rental Company,Karnataka,alteria capital,Debt Funding,3584000.0,http://www.vogo.in/
220,2019-06-06,Pratilipi,Media,E-Books,Bangalore,qiming venture partners,Series B,15109500.0,http://www.pratilipi.com/
221,2019-06-06,Biz2Credit,Fintech,Online Lending Platform,New York,westbridge capital,Series B,52000000.0,http://www.biz2credit.com/
222,2019-06-06,Chakr Innovation,CleanTech,Renewable Energy,New Delhi,ian fund,Series A,26000000.0,https://www.chakr.in/
223,2019-06-06,Sistema.bio,Agritech,Hybrid Reactor Biodigestor,Nairobi,"shell foundation, dila capital, engie rde fund, ecoenterprise fund, edfimc (electrifi), endeavor catalyst fund, cocapital, triodos, alpha mundi, and lendahand",Unknown,2739034.68,http://sistema.bio/
224,2019-06-05,NoBroker,Ecommerce,Real Estate,Bangalore,general atlantic,Series C,51000000.0,http://www.nobroker.com/
225,2019-06-04,Bira91,Food & Beverages,Brewery,New Delhi,anicut capital,Debt Funding,10000000.0,http://www.bira91.com/
226,2019-06-04,Leegality,B2B SaaS,Digital Documentation,Mumbai/Bengaluru,mumbai angels,Series A,3400000.0,https://leegality.com/
227,2019-06-04,BharatPe,Fintech,FinTech,New Delhi,insight partners,Series B,75000000.0,https://www.bharatpe.com/
228,2019-06-04,Recykal,CleanTech,Optimization,Hyderabad,"triton investment advisors, pidilite industries director ajay parekh",pre-Series A,26000000.0,https://recykal.com/
229,2019-06-03,Agara Labs,Artificial Intelligence,Artificial Intelligence,Bangalore,blume ventures and rtp global,pre-Series A,2500000.0,http://www.agaralabs.com/
230,2019-06-03,FabHotels,Ecommerce,Hospitality,Gurgaon,"goldman sachs, accel partners and qualcomm",Unknown,4889975.54,http://www.fabhotels.com/
231,2019-06-03,Avail Finance,Fintech,FinTech,Bangalore,matrix partners,Series A,9000000.0,https://www.availfinance.in/
232,2019-05-31,Bira91,Food & Beverages,Brewery,New Delhi,sixth sense ventures,Series B,5600000.0,http://www.bira91.com/
233,2019-05-30,GlowRoad,Ecommerce,Retail,Bangalore,"korea investment partners, vertex ventures",Series B,11500000.0,https://glowroad.com/
234,2019-05-28,Ather Energy,Automotive,Electric Vehicle,Bangalore,sachin bansal,Series C,51000000.0,https://www.atherenergy.com/
235,2019-05-28,FreshVnF,Agritech,Fresh Agriculture Produces,Mumbai,equanimity ventures,Seed Round,140000000.0,https://freshvnf.com/
236,2019-05-06,Ola Electric ,Automotive,Cabs,Bangalore,tata sons,Series A,2000000.0,https://www.mission-electric.in/
237,2019-05-06,Saahas Zero Waste ,CleanTech,Optimization,Bangalore,c4d partners, Venture - Series Unknown,868600.0,http://saahaszerowaste.com/
238,2019-05-05,StyleDotMe ,Ecommerce,Fashion and Shopping,Delhi,"indian angel network and other angel investors, innov8 founder ritesh malik, josh talks founders supriya paul and shobha banga, and former hero corporate president rohit chanana",Bridge Round,2000000.0,https://styledotme.com/
239,2019-05-02,Zenoti ,B2B SaaS,Beauty and Wellness Industry,Hyderabad,tiger global management,Series C,50000000.0,https://www.zenoti.com/
240,2019-05-01,BlackBuck ,Automotive,Logistics,Bangalore,"goldman sachs investment partners and silicon valley-based accel, wellington, sequoia capital, b capital, lightstreet, sands capital and international finance corporation,",Series D,150000000.0,https://www.blackbuck.com/
241,2019-04-19,My Healthcare,Ecommerce,Software Solutions,Bengaluru and Gurugram,sixth sense ventures,Series A,3000000.0,http://www.myhealthcare.co/
242,2019-04-19,KrazyBee,Ecommerce,Lending Platform,Bangalore,"bac acquisitions, unifi aif, brd securities, northern r capital",Debt,14342000.0,https://www.krazybee.com/
243,2019-04-17,Increff,IT,Supply-chain technology solutions,Bangalore,"021 capita, binny bansal",Series A,3000000.0,https://www.increff.com/
244,2019-04-17,Shuttl,Automotive,Bus Aggregation,Gurugram,new atlantic ventures,Venture Round,5000000.0,https://ride.shuttl.com/
245,2019-04-16,Kuvera,Fintech,Wealth Management,Bangalore,eight roads,Series A,45000000.0,https://kuvera.in/
246,2019-04-13,Tripoto,social media,Travel,New Delhi,"orchid india, hornbill orchid india fund, chiratae ventures (formerly idg ventures), 3one4 capital, lasmer nv",Series B,3591375.0,https://www.tripoto.com/
247,2019-04-12,Medlife,Ecommerce,Online Medicine,Bangalore,prasid uno family trust,Private Equity,17000000.0,https://www.medlife.com/
248,2019-04-12,Azah,HealthTech,Organic wellness ,Gurugram,unnamed angel investors,Seed Funding,200000.0,https://azah.in/
249,2019-04-11,CleverTap,B2B SaaS,Mobile analytics and marketing,Mumbai,"sequoia india, tiger global management, accel partners",Series B,26000000.0,https://clevertap.com/
250,2019-04-11,Setu,Fintech,Banking,Bangalore,lightspeed india partners,Seed Funding,3500000.0,https://www.linkedin.com/company/setu-software-systems-p-ltd-/about/
251,2019-04-10,Toppr,Edtech,E-learning,Mumbai,milestone,Debt and Preference capital,6320820.0,https://www.toppr.com/
252,2019-04-10,Craftsvilla,Ecommerce,Fashion and Apparel,Mumbai,supera pte ltd,Inhouse Funding,2443495.0,https://www.craftsvilla.com/
253,2019-04-10,Unacademy,Edtech,E-learning,Bangalore,kalyan krishnamurthy,Seed/ Angel Funding,307000.0,https://unacademy.com/
254,2019-04-10,Kabadiwala,Ecommerce,Waste Management,Bhopal,"unilever, beehive capital advisor, abcom investments, parekh marine transport,",Private Equity,430665.0,https://www.thekabadiwala.com/
255,2019-02-13,NanoClean Global,Biotech,Anti-Pollution,New Delhi,"letsventure, pitchright venture, 91springboard, al nour international holdings and mark v investments",Series A,600000.0,https://nasofilters.com
256,2019-02-08,Zilingo,Ecommerce,Fashion & Apparel,India/Singapore,"sequoia capital and temasek holdings, edbi, burda principal investments, and sofina",Series D,226000000.0,https://zilingo.com/
257,2019-02-01,FleetX,Artificial Intelligence,Logistics,Gurgaon,india quotient and letsventure’s angel fund,Pre Series A,2000000.0,https://www.fleetx.io/
258,2019-01-04,Samunnati Financial Intermediation & Services Pvt. Ltd,Fintech,Non-banking financial company,Chennai,"massif, a dutch government fund",Debt-Funding,5000000.0,https://samfin.in/
259,2019-01-04,Vyome Therapeutics Inc. ,HealthTech,Specialty pharmaceutical ,India/US,"iron pillar, perceptive advisors, romulus capital and kalaari capital",Series D,22000000.0,http://www.vyometx.com/
260,2019-01-03,CarDekho,Automotive,Online Marketplace,Jaipur,"sequoia india, hillhouse capital, alphabet’s growth investment arm capital g and axis bank",Series C,110000000.0,https://www.cardekho.com/
261,2018-12-06,BuildSupply,B2B SaaS,"Real Estate, ERP",Gurugram,"venture highway, gree ventures, space matrix, individual investors",Series A,3500000.0,https://www.buildsupply.com/
262,2018-12-06,ShopKirana,B2B,eCommerce,Indore,"info edge, aet fund, akatsuki and incubate fund from japan and better capital angellist syndicate.",Seed Funding,2000000.0,www.shopkirana.com
263,2018-12-04,Manch,social media,Hyperlocal Content,Delhi,stellaris venture partners,Seed Funding,700000.0,www.manch.app/
264,2018-12-04,Nagpur Wholesale,Ecommerce,eCommerce,Nagpur,omphalos ventures india llp,Seed Funding,143000.0,https://www.nagpurwholesale.com/
265,2018-12-02, Guiddoo ,Hospitality,Platform for travel agents,Mumbai,individual investors,Pre-Series A ,800000.0,https://www.guiddooworld.com/Login.aspx
266,2018-12-02,Career Anna ,Edtech,"Video-based certification, trainings",Gurugram,individual investors,Pre-Series A ,572000.0,https://www.careeranna.com/
267,2018-12-01,UrbanClap Technologies Pvt. Ltd,B2B SaaS,Home services marketplace,New Delhi,steadview capital and vy capital.,Series D,50000000.0,https://www.urbanclap.com/
268,2018-11-25, Roposo,social media,Video Sharing,Delhi,bertelsmann india investments,Series B,1700000.0,https://www.roposo.com/
269,2018-11-25, InCred Finance,Fintech,SME Lending,India,"paragon partners, individual investors",Private Equity,42000000.0,https://www.incred.com/
270,2018-11-24,Engineer.ai ,IT,AI Platform,India/US,"lakestar and jungle ventures, softbank’s deepcore.",Series A,29500000.0,Engineer.ai 
271,2018-11-23,Signzy,Fintech,Digital Onboarding Solution,Mumbai/Bengaluru,"stellaris venture partners and kalaari capital, rajan anandan from google, dilip khandwelwal from sap labs india, and amrish rau from payu india",Series A,3400000.0,https://signzy.com/
272,2018-11-22,Aavishkaar-Intellecap Group,Fintech,SME Funding,Mumbai,teachers insurance and annuity association (tiaa),Equity Based Funding,31000000.0,https://www.aavishkaar.in/
273,2018-11-22,Skillbox,social network,Art,Gurugram,individual investors,Seed Funding,2000000.0,https://www.skillboxes.com/
274,2018-11-21,Genius Corner,Edtech,Personalized Learning,Noida,individual investors,Seed Funding,278000.0,http://geniuscorner.com/GeniusCorner/
275,2018-11-20,HealthifyMe,HealthTech,Wellness Coach,Bangalore,"sistema asia fund, vc samsung next, chiratae ventures, inventus capital, blume ventures and innoven capital.",Series B (Extension),6000000.0,https://www.healthifyme.com/
276,2018-11-19,Automation Anywhere,automation,Robotics,California,softbank vision fund,Series B,300000000.0,https://www.automationanywhere.com/
277,2018-11-14,CleanseCar,B2B SaaS,Car Wash,Bangalore,venture catalysts,Seed/ Angel Funding,500000.0,http://cleansecar.com/
278,2018-11-13,DriveU,Automotive,On-Demand Drivers,Bangalore,stevens creek ventures,Mezzanine,1000000.0,https://driveu.in/
279,2018-11-12,MilkBAsket,Food & Beverages,Micro-delivery grocery service,New Delhi,mayfield fund,Series B,1300000.0,https://milkbasket.com/
280,2018-11-12,Blackbuck,FoodTech,POS For Online Ordering,"New York, Bengaluru",tiger global,Series A,1000000.0,https://www.itsacheckmate.com/
281,2018-11-08,A&R Bon Vivants,Food & Beverages,Meat Retail Chain,Jaipur,"rb investments, singapore",Equity ,1000000.0,
283,2018-11-06,Meesho,Ecommerce,Social Commerce,Bangalore,"shunwei capital, dst partners and rps ventures",Series C,50000000.0,https://meesho.com/
284,2018-11-03,Veritas Finance Ltd.,Fintech,MSME Finance,Chennai,"norwest venture partners, cdc group, the uk’s development finance institution and p surendra pai",Series D,27799000.0,https://www.veritasfin.in/
285,2018-11-01,GoDesi,Food & Beverages,Regional Flavours,Bangalore,lead angels network,Seed/ Angel Funding,138995.0,http://godesi.in/
286,2018-10-12,Blackbuck,Logistics,Largest Trucking Platform,Bangalore,sequoia capital india,Private Funding,14680000.0,https://www.blackbuck.com/
287,2018-10-12,LetsTransport,Logistics,Book Trucks Online,Bangalore,fosun international,Series C,12000000.0,https://www.letstransport.in/
288,2018-10-11,Innov8,Real Estate,Co-Working,New Delhi,credence family office,Pre-Series A,4000000.0,https://innov8.work/
289,2018-10-05,Droom,Automotive,New and Used Cars Platform,Gurgaon,zigexn,Series E,3000000.0,https://droom.in//
290,2018-10-04,Grover Zampa,Food & Beverages,Wine,Mumbai,ravi viswanathan,Private Equity,8200000.0,http://www.groverzampa.in/
291,2018-10-02,Origo Commodities India Pvt. Ltd,Logistics,Supply Chain,Hyderabad,"cooperative oikocredit, caspian and hivos-triodos fund",Seed/ Angel Funding,11000000.0,http://origoindia.com/
292,2018-10-01,Northmist,Fashion,Mens Wear,Delhi,prashant jaiswal,Seed/ Angel Funding,2000000.0,https://www.northmist.com/
293,2018-09-12,Kissht,Fintech,Online lending Platform,Mumbai,"vertex ventures southeast asia (sea) and india and sistema asia fund, fosun rz capital, ventureast, and endiya partners.",Private Equity,30000000.0,https://kissht.com
294,2018-09-11,Pharmeasy,Consumer Internet,Online Marketplace For Pharmaceutical Products,Mumbai,innoven capital,Debt Funding,5500000.0,https://pharmeasy.in
295,2018-09-11,AutoGrid,IT,AI-Based Energy Optimisation and Control Provider,Bangalore,"clp holdings group, innogy, ørstead, and tenaska",Private Equity,32000000.0,https://www.auto-grid.com
296,2018-09-11,Upwards,Fintech,Online Micro Lending Marketplace,Mumbai,"shunwei capital,quotient, mayfield & others",Private Equity,5000000.0,http://go-upwards.com
297,2018-09-10,MamaEarth,HealthTech,Online Marketplace For Mother and Babycare Products,Gurugram,stellaris ventures & others,Private Equity,4000000.0,https://mamaearth.in
298,2018-09-06,Dream11,Consumer Internet,Online Gaming Platform,Mumbai,"tencent, kalaari capital and private equity firm multiples alternate asset management",Private Equity,100000000.0,https://www.dream11.com
299,2018-09-05,Nykaa,Consumer Internet,Online Marketplace For Multi-brand Beauty Cosmetic and Wellness Products,Mumbai,lighthouse,Private Equity,157200000.0,https://www.nykaa.com
300,2018-09-05,Mad Street Den,IT,Computer Vision And Artificial Intelligence (Ai) Platform,Chennai,kddi,Private Equity,2000000.0,https://www.madstreetden.com
302,2018-09-04,HappyGoEasy,Consumer Internet,Online Travel Agecy,Gurugram,"korea investment partners (kip), samsung and china-based citic capital and others",Private Equity,2000000.0,https://www.happyeasygo.com
